,winDiff,pk,coverage,purity,recall,precision,episode,season
affinity,0.358,0.277,0.966,0.95,0.143,0.211,9,2
affinity,1.156,0.032,0.843,0.718,0.069,0.04,9,2
affinity,0.127,0.071,0.964,0.95,0.97,0.956,9,2
affinity,0.399,0.317,0.964,0.95,0.143,0.2,9,2
KMeans,1.83,0.093,0.787,0.8,0.176,0.145,10,2
KMeans,0.16,0.091,0.949,0.943,0.955,0.948,10,2
KMeans,0.497,0.361,0.949,0.943,0.148,0.167,10,2
KMeans,1.277,0.076,0.794,0.777,0.036,0.023,10,2
KMeans,0.156,0.083,0.953,0.943,0.962,0.951,10,2
KMeans,0.479,0.377,0.953,0.943,0.185,0.227,10,2
KMeans,4.353,0.186,0.815,0.796,0.036,0.012,10,2
KMeans,0.151,0.081,0.951,0.943,0.962,0.953,10,2
KMeans,0.414,0.318,0.951,0.943,0.222,0.261,10,2
specteral,1.277,0.076,0.657,0.76,0.121,0.155,10,2
specteral,0.203,0.111,0.938,0.943,0.939,0.943,10,2
specteral,0.592,0.483,0.938,0.943,0.074,0.069,10,2
specteral,0.609,0.089,0.809,0.845,0.282,0.274,10,2
specteral,0.164,0.098,0.943,0.943,0.948,0.948,10,2
specteral,0.447,0.325,0.943,0.943,0.148,0.148,10,2
specteral,1.864,0.131,0.715,0.768,0.198,0.168,10,2
specteral,0.181,0.1,0.945,0.943,0.948,0.946,10,2
specteral,0.623,0.47,0.945,0.943,0.111,0.115,10,2
affinity,4.481,0.161,0.834,0.747,0.036,0.02,10,2
affinity,0.164,0.089,0.96,0.943,0.962,0.945,10,2
affinity,0.505,0.403,0.96,0.943,0.074,0.105,10,2
affinity,1.694,0.076,0.902,0.774,0.068,0.038,10,2
affinity,0.156,0.083,0.962,0.943,0.966,0.947,10,2
affinity,0.362,0.262,0.962,0.943,0.111,0.167,10,2
affinity,1.694,0.076,0.936,0.8,0.068,0.038,10,2
affinity,0.139,0.074,0.962,0.943,0.971,0.951,10,2
affinity,0.28,0.177,0.962,0.943,0.185,0.278,10,2
KMeans,2.715,0.05,0.78,0.87,0.118,0.124,11,2
KMeans,0.136,0.081,0.951,0.953,0.956,0.958,11,2
KMeans,0.438,0.307,0.951,0.953,0.154,0.148,11,2
KMeans,0.819,0.018,0.872,0.874,0.445,0.45,11,2
KMeans,0.11,0.063,0.958,0.953,0.97,0.964,11,2
KMeans,0.304,0.189,0.958,0.953,0.269,0.304,11,2
KMeans,2.245,0.043,0.697,0.823,0.061,0.103,11,2
KMeans,0.136,0.07,0.948,0.953,0.96,0.966,11,2
KMeans,0.569,0.408,0.948,0.953,0.308,0.276,11,2
specteral,1.747,0.079,0.738,0.861,0.012,0.066,11,2
specteral,0.15,0.083,0.949,0.953,0.955,0.958,11,2
specteral,0.532,0.379,0.949,0.953,0.154,0.143,11,2
specteral,1.09,0.104,0.715,0.859,0.001,0.033,11,2
specteral,0.15,0.083,0.946,0.953,0.953,0.96,11,2
specteral,0.466,0.338,0.946,0.953,0.192,0.167,11,2
specteral,2.715,0.05,0.724,0.861,0.002,0.035,11,2
specteral,0.157,0.087,0.942,0.953,0.949,0.96,11,2
specteral,0.514,0.353,0.942,0.953,0.192,0.156,11,2
affinity,3.022,0.004,0.852,0.823,0.135,0.087,11,2
affinity,0.11,0.06,0.966,0.953,0.975,0.963,11,2
affinity,0.385,0.259,0.966,0.953,0.231,0.316,11,2
affinity,0.278,0.158,0.834,0.848,0.153,0.15,11,2
affinity,0.139,0.074,0.958,0.953,0.964,0.959,11,2
affinity,0.424,0.303,0.958,0.953,0.154,0.174,11,2
affinity,0.278,0.158,0.854,0.818,0.133,0.132,11,2
affinity,0.128,0.07,0.958,0.953,0.966,0.96,11,2
affinity,0.42,0.283,0.958,0.953,0.192,0.217,11,2
KMeans,0.143,0.014,0.737,0.884,0.109,0.1,12,2
KMeans,0.16,0.091,0.946,0.953,0.948,0.955,12,2
KMeans,0.436,0.316,0.946,0.953,0.111,0.097,12,2
KMeans,0.339,0.034,0.763,0.851,0.231,0.235,12,2
KMeans,0.132,0.077,0.953,0.953,0.959,0.959,12,2
KMeans,0.506,0.345,0.953,0.953,0.185,0.185,12,2
KMeans,0.374,0.037,0.793,0.804,0.197,0.196,12,2
KMeans,0.135,0.07,0.956,0.953,0.965,0.961,12,2
KMeans,0.403,0.295,0.956,0.953,0.222,0.24,12,2
specteral,0.442,0.044,0.753,0.916,0.17,0.185,12,2
specteral,0.128,0.079,0.944,0.953,0.954,0.963,12,2
specteral,0.395,0.266,0.944,0.953,0.259,0.219,12,2
specteral,0.747,0.08,0.698,0.886,0.022,0.048,12,2
specteral,0.167,0.089,0.937,0.953,0.945,0.961,12,2
specteral,0.497,0.312,0.937,0.953,0.222,0.167,12,2
specteral,0.214,0.021,0.726,0.877,0.117,0.138,12,2
specteral,0.153,0.093,0.947,0.953,0.948,0.954,12,2
specteral,0.488,0.343,0.947,0.953,0.074,0.067,12,2
affinity,0.267,0.027,0.781,0.774,0.126,0.081,12,2
affinity,0.125,0.072,0.961,0.953,0.967,0.958,12,2
affinity,0.438,0.33,0.961,0.953,0.148,0.182,12,2
affinity,0.125,0.012,0.819,0.8,0.088,0.071,12,2
affinity,0.121,0.072,0.961,0.953,0.967,0.958,12,2
affinity,0.363,0.259,0.961,0.953,0.148,0.182,12,2
affinity,0.107,0.011,0.819,0.835,0.14,0.135,12,2
affinity,0.121,0.07,0.956,0.953,0.965,0.961,12,2
affinity,0.338,0.246,0.956,0.953,0.222,0.24,12,2
KMeans,1.761,0.049,0.695,0.864,0.084,0.087,13,2
KMeans,0.205,0.115,0.932,0.944,0.932,0.945,13,2
KMeans,0.504,0.367,0.932,0.944,0.074,0.061,13,2
KMeans,0.642,0.025,0.726,0.858,0.062,0.092,13,2
KMeans,0.176,0.101,0.938,0.944,0.943,0.949,13,2
KMeans,0.431,0.291,0.938,0.944,0.148,0.133,13,2
KMeans,2.407,0.07,0.724,0.823,0.212,0.24,13,2
KMeans,0.171,0.091,0.944,0.944,0.952,0.952,13,2
KMeans,0.519,0.405,0.944,0.944,0.185,0.185,13,2
specteral,0.556,0.061,0.736,0.849,0.255,0.279,13,2
specteral,0.163,0.091,0.94,0.944,0.95,0.954,13,2
specteral,0.519,0.377,0.94,0.944,0.222,0.207,13,2
specteral,3.407,0.057,0.74,0.823,0.201,0.195,13,2
specteral,0.176,0.105,0.942,0.944,0.943,0.945,13,2
specteral,0.567,0.405,0.942,0.944,0.074,0.071,13,2
specteral,5.136,0.123,0.703,0.843,0.158,0.187,13,2
specteral,0.167,0.097,0.934,0.944,0.943,0.954,13,2
specteral,0.578,0.4,0.934,0.944,0.222,0.188,13,2
affinity,2.189,0.09,0.864,0.765,0.036,0.026,13,2
affinity,0.13,0.078,0.965,0.944,0.969,0.949,13,2
affinity,0.401,0.296,0.965,0.944,0.111,0.176,13,2
affinity,1.28,0.004,0.726,0.856,0.352,0.329,13,2
affinity,0.155,0.089,0.946,0.944,0.954,0.952,13,2
affinity,0.408,0.294,0.946,0.944,0.185,0.192,13,2
affinity,2.156,0.045,0.744,0.74,0.162,0.134,13,2
affinity,0.171,0.093,0.955,0.944,0.956,0.946,13,2
affinity,0.485,0.384,0.955,0.944,0.074,0.091,13,2
