,winDiff,pk,coverage,purity,recall,precision,episode,season
affinity,0.16,0.087,0.962,0.943,0.964,0.945,10,2
affinity,0.393,0.288,0.962,0.943,0.074,0.111,10,2
KMeans,1.162,0.101,0.726,0.859,0.002,0.032,11,2
KMeans,0.165,0.088,0.944,0.953,0.949,0.958,11,2
KMeans,0.488,0.309,0.944,0.953,0.154,0.129,11,2
KMeans,0.657,0.126,0.711,0.861,0.01,0.06,11,2
KMeans,0.175,0.097,0.946,0.953,0.945,0.952,11,2
KMeans,0.576,0.421,0.946,0.953,0.038,0.033,11,2
KMeans,1.458,0.05,0.681,0.839,0.016,0.032,11,2
KMeans,0.15,0.088,0.94,0.953,0.947,0.96,11,2
KMeans,0.51,0.353,0.94,0.953,0.192,0.152,11,2
KMeans,0.602,0.062,0.698,0.87,0.041,0.067,12,2
KMeans,0.167,0.096,0.937,0.953,0.941,0.957,12,2
KMeans,0.506,0.343,0.937,0.953,0.148,0.111,12,2
KMeans,0.602,0.062,0.668,0.881,0.111,0.125,12,2
KMeans,0.17,0.098,0.935,0.953,0.939,0.957,12,2
KMeans,0.571,0.362,0.935,0.953,0.148,0.108,12,2
KMeans,0.627,0.085,0.675,0.853,0.029,0.056,12,2
KMeans,0.178,0.093,0.937,0.953,0.943,0.959,12,2
KMeans,0.551,0.361,0.937,0.953,0.185,0.139,12,2
specteral,0.743,0.082,0.789,0.796,0.081,0.062,12,2
specteral,0.128,0.067,0.96,0.953,0.969,0.962,12,2
specteral,0.476,0.375,0.96,0.953,0.222,0.261,12,2
specteral,0.695,0.093,0.744,0.719,0.039,0.037,12,2
specteral,0.146,0.077,0.963,0.953,0.965,0.954,12,2
specteral,0.578,0.454,0.963,0.953,0.074,0.095,12,2
specteral,0.752,0.077,0.786,0.775,0.069,0.046,12,2
specteral,0.146,0.075,0.961,0.953,0.965,0.956,12,2
specteral,0.542,0.395,0.961,0.953,0.111,0.136,12,2
affinity,0.178,0.018,0.835,0.693,0.096,0.064,12,2
affinity,0.121,0.068,0.972,0.953,0.974,0.955,12,2
affinity,0.47,0.357,0.972,0.953,0.074,0.125,12,2
affinity,0.61,0.062,0.782,0.77,0.061,0.059,12,2
affinity,0.135,0.072,0.961,0.953,0.967,0.958,12,2
affinity,0.422,0.32,0.961,0.953,0.148,0.182,12,2
affinity,0.196,0.02,0.735,0.804,0.067,0.058,12,2
affinity,0.135,0.077,0.96,0.953,0.963,0.956,12,2
affinity,0.524,0.388,0.96,0.953,0.111,0.13,12,2
KMeans,1.07,0.004,0.652,0.821,0.063,0.099,13,2
KMeans,0.205,0.12,0.932,0.944,0.93,0.942,13,2
KMeans,0.578,0.421,0.932,0.944,0.037,0.03,13,2
KMeans,0.506,0.02,0.697,0.812,0.066,0.089,13,2
