,winDiff,pk,coverage,purity,recall,precision,episode,season
KMeans,0.639,0.398,0.911,0.944,0.074,0.047,13,2
KMeans,0.926,0.033,0.637,0.852,0.034,0.053,13,2
KMeans,1.721,0.882,0.913,0.944,0.079,0.857,13,2
KMeans,0.7,0.428,0.913,0.944,0.222,0.143,13,2
specteral,0.181,0.074,0.474,0.922,0.002,0.014,13,2
specteral,0.308,0.175,0.856,0.944,0.86,0.949,13,2
specteral,0.975,0.488,0.856,0.944,0.222,0.086,13,2
specteral,0.486,0.016,0.528,0.897,0.06,0.069,13,2
specteral,0.271,0.148,0.882,0.944,0.889,0.951,13,2
specteral,0.851,0.449,0.882,0.944,0.222,0.105,13,2
specteral,0.181,0.074,0.487,0.897,0.002,0.015,13,2
specteral,1.61,0.816,0.86,0.944,0.142,0.956,13,2
specteral,1.071,0.501,0.86,0.944,0.111,0.044,13,2
affinity,1.498,0.004,0.784,0.8,0.122,0.11,13,2
affinity,0.151,0.085,0.951,0.944,0.959,0.952,13,2
affinity,0.487,0.348,0.951,0.944,0.185,0.208,13,2
affinity,0.469,0.049,0.691,0.868,0.002,0.029,13,2
affinity,0.205,0.113,0.93,0.944,0.932,0.947,13,2
affinity,0.548,0.39,0.93,0.944,0.111,0.088,13,2
affinity,1.329,0.0,0.703,0.812,0.262,0.238,13,2
affinity,1.779,0.891,0.942,0.944,0.059,0.964,13,2
affinity,0.492,0.356,0.942,0.944,0.037,0.036,13,2
