,winDiff,pk,coverage,purity,recall,precision,episode,season
specteral,2.462,0.007,0.693,0.908,0.019,0.041,11,2
specteral,0.161,0.092,0.933,0.953,0.941,0.961,11,2
specteral,0.506,0.331,0.933,0.953,0.231,0.162,11,2
specteral,1.372,0.083,0.7,0.894,0.006,0.027,11,2
specteral,0.172,0.096,0.933,0.953,0.939,0.959,11,2
specteral,0.525,0.347,0.933,0.953,0.192,0.135,11,2
affinity,3.022,0.004,0.852,0.823,0.135,0.087,11,2
affinity,0.11,0.06,0.966,0.953,0.975,0.963,11,2
affinity,0.385,0.259,0.966,0.953,0.231,0.316,11,2
affinity,5.357,0.05,0.818,0.798,0.234,0.215,11,2
affinity,0.099,0.052,0.962,0.953,0.977,0.968,11,2
affinity,0.37,0.254,0.962,0.953,0.346,0.429,11,2
KMeans,0.267,0.027,0.73,0.851,0.182,0.2,12,2
KMeans,0.174,0.098,0.942,0.953,0.943,0.953,12,2
KMeans,0.485,0.357,0.942,0.953,0.074,0.061,12,2
KMeans,0.481,0.05,0.74,0.886,0.174,0.206,12,2
KMeans,0.156,0.086,0.944,0.953,0.95,0.959,12,2
KMeans,0.492,0.334,0.944,0.953,0.185,0.156,12,2
specteral,0.453,0.046,0.756,0.889,0.179,0.195,12,2
specteral,0.139,0.088,0.949,0.953,0.952,0.956,12,2
specteral,0.435,0.295,0.949,0.953,0.111,0.103,12,2
specteral,0.745,0.084,0.74,0.926,0.095,0.133,12,2
specteral,0.132,0.088,0.939,0.953,0.947,0.961,12,2
specteral,0.453,0.291,0.939,0.953,0.222,0.171,12,2
affinity,0.267,0.027,0.781,0.774,0.126,0.081,12,2
affinity,0.125,0.072,0.961,0.953,0.967,0.958,12,2
affinity,0.438,0.33,0.961,0.953,0.148,0.182,12,2
affinity,0.107,0.011,0.777,0.851,0.089,0.066,12,2
affinity,0.132,0.079,0.958,0.953,0.961,0.956,12,2
affinity,0.428,0.314,0.958,0.953,0.111,0.125,12,2
KMeans,1.617,0.008,0.697,0.854,0.081,0.109,13,2
KMeans,0.213,0.122,0.93,0.944,0.928,0.942,13,2
KMeans,0.525,0.363,0.93,0.944,0.037,0.029,13,2
KMeans,6.63,0.148,0.703,0.819,0.119,0.136,13,2
KMeans,0.176,0.099,0.944,0.944,0.948,0.948,13,2
KMeans,0.519,0.388,0.944,0.944,0.111,0.111,13,2
specteral,1.535,0.004,0.668,0.885,0.126,0.137,13,2
specteral,0.188,0.115,0.928,0.944,0.93,0.947,13,2
specteral,0.515,0.367,0.928,0.944,0.111,0.086,13,2
specteral,0.325,0.004,0.682,0.835,0.193,0.195,13,2
specteral,0.213,0.115,0.932,0.944,0.932,0.945,13,2
specteral,0.611,0.43,0.932,0.944,0.074,0.061,13,2
affinity,2.189,0.09,0.864,0.765,0.036,0.026,13,2
affinity,0.13,0.078,0.965,0.944,0.969,0.949,13,2
affinity,0.401,0.296,0.965,0.944,0.111,0.176,13,2
affinity,1.156,0.025,0.773,0.835,0.161,0.119,13,2
affinity,0.167,0.091,0.953,0.944,0.956,0.948,13,2
affinity,0.393,0.287,0.953,0.944,0.111,0.13,13,2
