,winDiff,pk,coverage,purity,recall,precision,episode,season
specteral,1.631,0.109,0.686,0.839,0.069,0.088,6,2
specteral,0.068,0.038,0.975,0.981,0.978,0.984,6,2
specteral,0.533,0.4,0.975,0.981,0.15,0.115,6,2
specteral,1.238,0.095,0.681,0.832,0.073,0.09,6,2
specteral,0.068,0.037,0.976,0.981,0.979,0.984,6,2
specteral,0.535,0.448,0.976,0.981,0.15,0.12,6,2
specteral,3.482,0.145,0.728,0.83,0.073,0.095,6,2
specteral,0.066,0.033,0.976,0.981,0.981,0.985,6,2
specteral,0.558,0.407,0.976,0.981,0.25,0.2,6,2
affinity,0.993,0.035,0.652,0.863,0.103,0.11,6,2
affinity,0.081,0.042,0.973,0.981,0.974,0.983,6,2
affinity,0.527,0.41,0.973,0.981,0.1,0.069,6,2
affinity,0.113,0.004,0.525,0.892,0.077,0.1,6,2
affinity,0.091,0.05,0.967,0.981,0.967,0.981,6,2
affinity,0.56,0.44,0.967,0.981,0.05,0.029,6,2
affinity,0.506,0.019,0.557,0.924,0.004,0.024,6,2
affinity,0.095,0.054,0.961,0.981,0.962,0.982,6,2
affinity,0.648,0.421,0.961,0.981,0.1,0.049,6,2
KMeans,1.905,0.037,0.788,0.901,0.227,0.185,7,2
KMeans,0.098,0.052,0.97,0.971,0.973,0.974,7,2
KMeans,0.372,0.273,0.97,0.971,0.115,0.111,7,2
KMeans,3.891,0.103,0.833,0.884,0.037,0.016,7,2
KMeans,0.082,0.048,0.975,0.971,0.977,0.974,7,2
KMeans,0.339,0.228,0.975,0.971,0.115,0.13,7,2
KMeans,4.099,0.103,0.815,0.875,0.037,0.016,7,2
KMeans,0.075,0.042,0.973,0.971,0.979,0.977,7,2
KMeans,0.352,0.265,0.973,0.971,0.231,0.25,7,2
specteral,2.854,0.058,0.79,0.885,0.477,0.493,7,2
specteral,0.082,0.047,0.971,0.971,0.976,0.976,7,2
specteral,0.386,0.284,0.971,0.971,0.192,0.192,7,2
specteral,3.4,0.065,0.769,0.896,0.186,0.216,7,2
specteral,0.091,0.048,0.968,0.971,0.974,0.977,7,2
specteral,0.363,0.264,0.968,0.971,0.231,0.207,7,2
specteral,2.903,0.058,0.817,0.9,0.209,0.235,7,2
specteral,0.08,0.049,0.971,0.971,0.975,0.975,7,2
specteral,0.359,0.256,0.971,0.971,0.154,0.154,7,2
affinity,2.04,0.078,0.712,0.833,0.069,0.057,7,2
affinity,0.095,0.051,0.971,0.971,0.974,0.974,7,2
affinity,0.454,0.372,0.971,0.971,0.115,0.115,7,2
affinity,0.202,0.001,0.637,0.888,0.156,0.143,7,2
